"pathNames" "pPert" "pPert.fdr"
"path:hsa04670" "Leukocyte transendothelial migration" 0.00497512437810945 0.0140089028541503
"path:hsa04713" "Circadian entrainment" 0.00497512437810945 0.0140089028541503
"path:hsa04722" "Neurotrophin signaling pathway" 0.00497512437810945 0.0140089028541503
"path:hsa04728" "Dopaminergic synapse" 0.00497512437810945 0.0140089028541503
"path:hsa04911" "Insulin secretion" 0.00497512437810945 0.0140089028541503
"path:hsa04913" "Ovarian steroidogenesis" 0.00497512437810945 0.0140089028541503
"path:hsa04918" "Thyroid hormone synthesis" 0.00497512437810945 0.0140089028541503
"path:hsa04923" "Regulation of lipolysis in adipocytes" 0.00497512437810945 0.0140089028541503
"path:hsa04924" "Renin secretion" 0.00497512437810945 0.0140089028541503
"path:hsa04927" "Cortisol synthesis and secretion" 0.00497512437810945 0.0140089028541503
"path:hsa04928" "Parathyroid hormone synthesis, secretion and action" 0.00497512437810945 0.0140089028541503
"path:hsa04931" "Insulin resistance" 0.00497512437810945 0.0140089028541503
"path:hsa04934" "Cushing syndrome" 0.00497512437810945 0.0140089028541503
"path:hsa04935" "Growth hormone synthesis, secretion and action" 0.00497512437810945 0.0140089028541503
"path:hsa04961" "Endocrine and other factor-regulated calcium reabsorption" 0.00497512437810945 0.0140089028541503
"path:hsa04962" "Vasopressin-regulated water reabsorption" 0.00497512437810945 0.0140089028541503
"path:hsa04970" "Salivary secretion" 0.00497512437810945 0.0140089028541503
"path:hsa04971" "Gastric acid secretion" 0.00497512437810945 0.0140089028541503
"path:hsa04979" "Cholesterol metabolism" 0.00497512437810945 0.0140089028541503
"path:hsa05010" "Alzheimer disease" 0.00497512437810945 0.0140089028541503
"path:hsa05030" "Cocaine addiction" 0.00497512437810945 0.0140089028541503
"path:hsa05031" "Amphetamine addiction" 0.00497512437810945 0.0140089028541503
"path:hsa05032" "Morphine addiction" 0.00497512437810945 0.0140089028541503
"path:hsa05110" "Vibrio cholerae infection" 0.00497512437810945 0.0140089028541503
"path:hsa05131" "Shigellosis" 0.00497512437810945 0.0140089028541503
"path:hsa05132" "Salmonella infection" 0.00497512437810945 0.0140089028541503
"path:hsa05133" "Pertussis" 0.00497512437810945 0.0140089028541503
"path:hsa05135" "Yersinia infection" 0.00497512437810945 0.0140089028541503
"path:hsa05140" "Leishmaniasis" 0.00497512437810945 0.0140089028541503
"path:hsa05142" "Chagas disease (American trypanosomiasis)" 0.00497512437810945 0.0140089028541503
"path:hsa05144" "Malaria" 0.00497512437810945 0.0140089028541503
"path:hsa05146" "Amoebiasis" 0.00497512437810945 0.0140089028541503
"path:hsa05150" "Staphylococcus aureus infection" 0.00497512437810945 0.0140089028541503
"path:hsa05152" "Tuberculosis" 0.00497512437810945 0.0140089028541503
"path:hsa05161" "Hepatitis B" 0.00497512437810945 0.0140089028541503
"path:hsa05162" "Measles" 0.00497512437810945 0.0140089028541503
"path:hsa05163" "Human cytomegalovirus infection" 0.00497512437810945 0.0140089028541503
"path:hsa05164" "Influenza A" 0.00497512437810945 0.0140089028541503
"path:hsa05165" "Human papillomavirus infection" 0.00497512437810945 0.0140089028541503
"path:hsa05166" "Human T-cell leukemia virus 1 infection" 0.00497512437810945 0.0140089028541503
"path:hsa05168" "Herpes simplex virus 1 infection" 0.00497512437810945 0.0140089028541503
"path:hsa05169" "Epstein-Barr virus infection" 0.00497512437810945 0.0140089028541503
"path:hsa05170" "Human immunodeficiency virus 1 infection" 0.00497512437810945 0.0140089028541503
"path:hsa05200" "Pathways in cancer" 0.00497512437810945 0.0140089028541503
"path:hsa05202" "Transcriptional misregulation in cancer" 0.00497512437810945 0.0140089028541503
"path:hsa05203" "Viral carcinogenesis" 0.00497512437810945 0.0140089028541503
"path:hsa05206" "MicroRNAs in cancer" 0.00497512437810945 0.0140089028541503
"path:hsa05323" "Rheumatoid arthritis" 0.00497512437810945 0.0140089028541503
"path:hsa05332" "Graft-versus-host disease" 0.00497512437810945 0.0140089028541503
"path:hsa05410" "Hypertrophic cardiomyopathy (HCM)" 0.00497512437810945 0.0140089028541503
"path:hsa05414" "Dilated cardiomyopathy (DCM)" 0.00497512437810945 0.0140089028541503
"path:hsa05418" "Fluid shear stress and atherosclerosis" 0.00497512437810945 0.0140089028541503
"path:hsa01522" "Endocrine resistance" 0.00995024875621891 0.0199004975124378
"path:hsa03015" "mRNA surveillance pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04024" "cAMP signaling pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04062" "Chemokine signaling pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04115" "p53 signaling pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04211" "Longevity regulating pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04330" "Notch signaling pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04610" "Complement and coagulation cascades" 0.00995024875621891 0.0199004975124378
"path:hsa04620" "Toll-like receptor signaling pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04650" "Natural killer cell mediated cytotoxicity" 0.00995024875621891 0.0199004975124378
"path:hsa04657" "IL-17 signaling pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04714" "Thermogenesis" 0.00995024875621891 0.0199004975124378
"path:hsa04724" "Glutamatergic synapse" 0.00995024875621891 0.0199004975124378
"path:hsa04810" "Regulation of actin cytoskeleton" 0.00995024875621891 0.0199004975124378
"path:hsa04912" "GnRH signaling pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04922" "Glucagon signaling pathway" 0.00995024875621891 0.0199004975124378
"path:hsa04925" "Aldosterone synthesis and secretion" 0.00995024875621891 0.0199004975124378
"path:hsa04933" "AGE-RAGE signaling pathway in diabetic complications" 0.00995024875621891 0.0199004975124378
"path:hsa04960" "Aldosterone-regulated sodium reabsorption" 0.00995024875621891 0.0199004975124378
"path:hsa04972" "Pancreatic secretion" 0.00995024875621891 0.0199004975124378
"path:hsa04976" "Bile secretion" 0.00995024875621891 0.0199004975124378
"path:hsa05016" "Huntington disease" 0.00995024875621891 0.0199004975124378
"path:hsa05034" "Alcoholism" 0.00995024875621891 0.0199004975124378
"path:hsa05100" "Bacterial invasion of epithelial cells" 0.00995024875621891 0.0199004975124378
"path:hsa05130" "Pathogenic Escherichia coli infection" 0.00995024875621891 0.0199004975124378
"path:hsa05143" "African trypanosomiasis" 0.00995024875621891 0.0199004975124378
"path:hsa05145" "Toxoplasmosis" 0.00995024875621891 0.0199004975124378
"path:hsa05167" "Kaposi sarcoma-associated herpesvirus infection" 0.00995024875621891 0.0199004975124378
"path:hsa05211" "Renal cell carcinoma" 0.00995024875621891 0.0199004975124378
"path:hsa05214" "Glioma" 0.00995024875621891 0.0199004975124378
"path:hsa05222" "Small cell lung cancer" 0.00995024875621891 0.0199004975124378
"path:hsa04080" "Neuroactive ligand-receptor interaction" 0.0149253731343284 0.0255522388059701
"path:hsa04146" "Peroxisome" 0.0149253731343284 0.0255522388059701
"path:hsa04152" "AMPK signaling pathway" 0.0149253731343284 0.0255522388059701
"path:hsa04210" "Apoptosis" 0.0149253731343284 0.0255522388059701
"path:hsa04621" "NOD-like receptor signaling pathway" 0.0149253731343284 0.0255522388059701
"path:hsa04622" "RIG-I-like receptor signaling pathway" 0.0149253731343284 0.0255522388059701
"path:hsa04625" "C-type lectin receptor signaling pathway" 0.0149253731343284 0.0255522388059701
"path:hsa04630" "JAK-STAT signaling pathway" 0.0149253731343284 0.0255522388059701
"path:hsa04921" "Oxytocin signaling pathway" 0.0149253731343284 0.0255522388059701
"path:hsa04932" "Non-alcoholic fatty liver disease (NAFLD)" 0.0149253731343284 0.0255522388059701
"path:hsa05012" "Parkinson disease" 0.0149253731343284 0.0255522388059701
"path:hsa05120" "Epithelial cell signaling in Helicobacter pylori infection" 0.0149253731343284 0.0255522388059701
"path:hsa05160" "Hepatitis C" 0.0149253731343284 0.0255522388059701
"path:hsa05210" "Colorectal cancer" 0.0149253731343284 0.0255522388059701
"path:hsa05235" "PD-L1 expression and PD-1 checkpoint pathway in cancer" 0.0149253731343284 0.0255522388059701
"path:hsa05322" "Systemic lupus erythematosus" 0.0149253731343284 0.0255522388059701
"path:hsa05412" "Arrhythmogenic right ventricular cardiomyopathy (ARVC)" 0.0149253731343284 0.0255522388059701
"path:hsa05416" "Viral myocarditis" 0.0149253731343284 0.0255522388059701
"path:hsa04010" "MAPK signaling pathway" 0.0199004975124378 0.0310854486690634
"path:hsa04662" "B cell receptor signaling pathway" 0.0199004975124378 0.0310854486690634
"path:hsa04668" "TNF signaling pathway" 0.0199004975124378 0.0310854486690634
"path:hsa04710" "Circadian rhythm" 0.0199004975124378 0.0310854486690634
"path:hsa04915" "Estrogen signaling pathway" 0.0199004975124378 0.0310854486690634
"path:hsa04919" "Thyroid hormone signaling pathway" 0.0199004975124378 0.0310854486690634
"path:hsa04920" "Adipocytokine signaling pathway" 0.0199004975124378 0.0310854486690634
"path:hsa04926" "Relaxin signaling pathway" 0.0199004975124378 0.0310854486690634
"path:hsa05205" "Proteoglycans in cancer" 0.0199004975124378 0.0310854486690634
"path:hsa05212" "Pancreatic cancer" 0.0199004975124378 0.0310854486690634
"path:hsa05223" "Non-small cell lung cancer" 0.0199004975124378 0.0310854486690634
"path:hsa05320" "Autoimmune thyroid disease" 0.0199004975124378 0.0310854486690634
"path:hsa03320" "PPAR signaling pathway" 0.0248756218905473 0.0374886132716698
"path:hsa03460" "Fanconi anemia pathway" 0.0248756218905473 0.0374886132716698
"path:hsa04940" "Type I diabetes mellitus" 0.0248756218905473 0.0374886132716698
"path:hsa05020" "Prion diseases" 0.0248756218905473 0.0374886132716698
"path:hsa05225" "Hepatocellular carcinoma" 0.0248756218905473 0.0374886132716698
"path:hsa03018" "RNA degradation" 0.0298507462686567 0.0420267085624509
"path:hsa04114" "Oocyte meiosis" 0.0298507462686567 0.0420267085624509
"path:hsa04140" "Autophagy - animal" 0.0298507462686567 0.0420267085624509
"path:hsa04150" "mTOR signaling pathway" 0.0298507462686567 0.0420267085624509
"path:hsa04213" "Longevity regulating pathway - multiple species" 0.0298507462686567 0.0420267085624509
"path:hsa05134" "Legionellosis" 0.0298507462686567 0.0420267085624509
"path:hsa05220" "Chronic myeloid leukemia" 0.0298507462686567 0.0420267085624509
"path:hsa05230" "Central carbon metabolism in cancer" 0.0298507462686567 0.0420267085624509
"path:hsa05310" "Asthma" 0.0298507462686567 0.0420267085624509
"path:hsa05321" "Inflammatory bowel disease (IBD)" 0.0298507462686567 0.0420267085624509
"path:hsa04068" "FoxO signaling pathway" 0.0348258706467662 0.0460045451753578
"path:hsa04071" "Sphingolipid signaling pathway" 0.0348258706467662 0.0460045451753578
"path:hsa04137" "Mitophagy - animal" 0.0348258706467662 0.0460045451753578
"path:hsa04310" "Wnt signaling pathway" 0.0348258706467662 0.0460045451753578
"path:hsa04360" "Axon guidance" 0.0348258706467662 0.0460045451753578
"path:hsa04380" "Osteoclast differentiation" 0.0348258706467662 0.0460045451753578
"path:hsa04540" "Gap junction" 0.0348258706467662 0.0460045451753578
"path:hsa04658" "Th1 and Th2 cell differentiation" 0.0348258706467662 0.0460045451753578
"path:hsa04659" "Th17 cell differentiation" 0.0348258706467662 0.0460045451753578
"path:hsa04910" "Insulin signaling pathway" 0.0348258706467662 0.0460045451753578
"path:hsa04726" "Serotonergic synapse" 0.0398009950248756 0.0513097164778517
"path:hsa04730" "Long-term depression" 0.0398009950248756 0.0513097164778517
"path:hsa05014" "Amyotrophic lateral sclerosis (ALS)" 0.0398009950248756 0.0513097164778517
"path:hsa05330" "Allograft rejection" 0.0398009950248756 0.0513097164778517
"path:hsa05217" "Basal cell carcinoma" 0.0447761194029851 0.0563652326602283
"path:hsa05221" "Acute myeloid leukemia" 0.0447761194029851 0.0563652326602283
"path:hsa05224" "Breast cancer" 0.0447761194029851 0.0563652326602283
"path:hsa05226" "Gastric cancer" 0.0447761194029851 0.0563652326602283
"path:hsa04260" "Cardiac muscle contraction" 0.0497512437810945 0.0615420009777701
"path:hsa04340" "Hedgehog signaling pathway" 0.0497512437810945 0.0615420009777701
"path:hsa05218" "Melanoma" 0.0497512437810945 0.0615420009777701
"path:hsa04672" "Intestinal immune network for IgA production" 0.054726368159204 0.0673071424486762
"path:hsa01524" "Platinum drug resistance" 0.0597014925373134 0.072181465553588
"path:hsa04350" "TGF-beta signaling pathway" 0.0597014925373134 0.072181465553588
"path:hsa04723" "Retrograde endocannabinoid signaling" 0.0597014925373134 0.072181465553588
"path:hsa05231" "Choline metabolism in cancer" 0.0696517412935323 0.0837386103191906
"path:hsa04930" "Type II diabetes mellitus" 0.0746268656716418 0.0892187109147002
"path:hsa04914" "Progesterone-mediated oocyte maturation" 0.0796019900497512 0.0941150600588219
"path:hsa05219" "Bladder cancer" 0.0796019900497512 0.0941150600588219
"path:hsa04916" "Melanogenesis" 0.0845771144278607 0.0989043851779355
"path:hsa04973" "Carbohydrate digestion and absorption" 0.0845771144278607 0.0989043851779355
"path:hsa05216" "Thyroid cancer" 0.0895522388059701 0.104153147306944
"path:hsa05215" "Prostate cancer" 0.104477611940299 0.120855183541751
"path:hsa04022" "cGMP-PKG signaling pathway" 0.109452736318408 0.12592949232333
"path:hsa04727" "GABAergic synapse" 0.114427860696517 0.130949530422753
"path:hsa01523" "Antifolate resistance" 0.119402985074627 0.135197030719419
"path:hsa04370" "VEGF signaling pathway" 0.119402985074627 0.135197030719419
"path:hsa04664" "Fc epsilon RI signaling pathway" 0.134328358208955 0.151296150824823
"path:hsa05213" "Endometrial cancer" 0.144278606965174 0.161652470631138
"path:hsa04660" "T cell receptor signaling pathway" 0.169154228855721 0.188536484245439
"path:hsa04929" "GnRH secretion" 0.17910447761194 0.198592529580079
"path:hsa04510" "Focal adhesion" 0.208955223880597 0.230496999538391
"path:hsa04917" "Prolactin signaling pathway" 0.213930348258706 0.234774843730068
"path:hsa04512" "ECM-receptor interaction" 0.218905472636816 0.239009036450401
"path:hsa04392" "Hippo signaling pathway - multiple species" 0.238805970149254 0.258103422282527
"path:hsa04725" "Cholinergic synapse" 0.238805970149254 0.258103422282527
"path:hsa04012" "ErbB signaling pathway" 0.253731343283582 0.272856821420536
"path:hsa04721" "Synaptic vesicle cycle" 0.27363184079602 0.292786069651741
"path:hsa01521" "EGFR tyrosine kinase inhibitor resistance" 0.288557213930348 0.307220118313903
"path:hsa04371" "Apelin signaling pathway" 0.303482587064677 0.321511255603172
"path:hsa04742" "Taste transduction" 0.398009950248756 0.419576991887851
"path:hsa04720" "Long-term potentiation" 0.427860696517413 0.448834260072188
"path:hsa04614" "Renin-angiotensin system" 0.552238805970149 0.576483436476156
"path:hsa04215" "Apoptosis - multiple species" 0.557213930348259 0.578853306284113
"path:hsa03440" "Homologous recombination" 0.592039800995025 0.61206047059389
"path:hsa04978" "Mineral absorption" 0.651741293532338 0.670541523153463
"path:hsa03008" "Ribosome biogenesis in eukaryotes" 0.766169154228856 0.784498559832417
"path:hsa04740" "Olfactory transduction" 0.805970149253731 0.821321961620469
"path:hsa04136" "Autophagy - other" 0.810945273631841 0.822475301219023
"path:hsa04744" "Phototransduction" 0.850746268656716 0.858772176851591
"path:hsa04623" "Cytosolic DNA-sensing pathway" 0.900497512437811 0.904725200289632
"path:hsa04130" "SNARE interactions in vesicular transport" 0.930348258706468 0.930348258706468
"path:hsa04514" "Cell adhesion molecules (CAMs)" NA NA
"path:hsa04520" "Adherens junction" NA NA
"path:hsa04550" "Signaling pathways regulating pluripotency of stem cells" NA NA
"path:hsa04750" "Inflammatory mediator regulation of TRP channels" NA NA
